row_id,engagement_score
89198,4.249051096387737
89199,3.6346712135752366
89200,2.381207706932932
89201,2.8518342995127366
89202,2.4763915561550407
89203,3.1446809792002366
89204,3.8639647983425407
89205,4.121731760450237
89206,3.3688476108425407
89207,4.364651682325237
89208,3.9743928932627366
89209,4.146023752637737
89210,3.5348632358425407
89211,4.319241526075237
89212,3.047833683495432
89213,3.150006535057932
89214,2.513531925682932
89215,3.7065706276377366
89216,4.144558908887737
89217,3.4277620338877366
89218,4.262722971387737
89219,2.4969759010752366
89220,2.5933349155300407
89221,3.6539583229502366
89222,3.8653075717800407
89223,4.340847971387737
89224,2.8968782448252366
89225,3.4290282749050407
89226,3.7365999245127366
89227,2.865460636620432
89228,3.5656249545925407
89229,3.3420686745127366
89230,1.7904329323252364
89231,3.704571964745432
89232,3.7522249245127366
89233,2.8881347202175407
89234,3.4624755405300407
89235,4.098950149905041
89236,2.4072542213877366
89237,4.328396799512737
89238,4.308987619825237
89239,3.7468993686550407
89240,3.7063720249050407
89241,4.161526682325237
89242,3.9535188698252366
89243,4.345486643262737
89244,4.428494455762737
89245,3.962140324120432
89246,3.5404784702175407
89247,2.9879882358425407
89248,4.476712229200237
89249,2.410382511620432
89250,4.238919260450237
89251,2.4241454624050407
89252,3.9827392124050407
89253,2.1497313999050407
89254,2.9605989479502366
89255,2.4167757057627366
89256,3.069318058495432
89257,4.236066105370432
89258,4.291897776075237
89259,3.204083683495432
89260,2.9081087135752366
89261,1.809308292870432
89262,3.9592561745127366
89263,3.5547606967800407
89264,4.246243479200237
89265,2.963361027245432
89266,3.9383821510752366
89267,4.048168899905041
89268,3.8776366733425407
89269,3.5000276588877366
89270,4.225414993655041
89271,3.0047118686550407
89272,4.355664017092541
89273,4.474637033887737
89274,4.126980783887737
89275,3.655011417870432
89276,3.0222899936550407
89277,2.4367187045925407
89278,3.9198274635752366
89279,2.309552433495432
89280,3.0164306186550407
89281,3.7916991733425407
89282,3.3904085182627366
89283,4.465847971387737
89284,4.415799143262737
89285,3.3985872292002366
89286,4.420437815137737
89287,3.831158878807932
89288,3.9760253452175407
89289,3.7689485573252366
89290,3.363141300682932
89291,3.0574462436550407
89292,4.508694651075237
89293,4.429715158887737
89294,3.4705321811550407
89295,3.382306339745432
89296,2.9692659401377366
89297,3.7877473854502366
89298,2.9909944557627366
89299,4.673733713575237
89300,3.9659700417002366
89301,4.259671213575237
89302,3.112408878807932
89303,2.5612304233425407
89304,3.6134309792002366
89305,3.8406038307627366
89306,3.7451903842800407
89307,3.6538817905300407
89308,3.888653995995432
89309,3.7041292213877366
89310,2.8187532448252366
89311,2.6532714389675407
89312,3.7053954624050407
89313,3.7169466042002366
89314,3.3039827370127366
89315,3.374615910057932
89316,2.2697265170925407
89317,2.2848632358425407
89318,2.7589387917002366
89319,2.6615266823252366
89320,3.8144807838877366
89321,3.8369872592800407
89322,3.409650089745432
89323,4.242459299512737
89324,3.3879671120127366
89325,4.212719681155041
89326,4.423367502637737
89327,4.029202463575237
89328,3.5491454624050407
89329,3.5272948764675407
89330,3.139508488182932
89331,4.753689768262737
89332,3.6122558139675407
89333,4.555325510450237
89334,3.4156005405300407
89335,3.9795198463877366
89336,2.1543700717800407
89337,1.845532181155041
89338,3.3694124245127366
89339,3.3802766823252366
89340,3.3779573463877366
89341,3.3481721901377366
89342,3.7085692905300407
89343,2.1547362827175407
89344,3.344830753807932
89345,3.7188231967800407
89346,4.130810501467541
89347,2.8302278542002366
89348,3.6145751499050407
89349,3.6516845249050407
89350,3.4455842995127366
89351,2.7262239479502366
89352,3.5197265170925407
89353,3.8615999245127366
89354,2.2182128452175407
89355,4.149685862012737
89356,4.256741526075237
89357,4.217556955762737
89358,3.713971378807932
89359,2.530011417870432
89360,3.6026887917002366
89361,4.116360666700237
89362,3.7683382057627366
89363,3.7259798073252366
89364,3.8929719948252366
89365,3.6323518776377366
89366,3.5498778842800407
89367,3.4051790260752366
89368,4.480252268262737
89369,3.703351261620432
89370,3.5080077670925407
89371,4.497220041700237
89372,3.7719237827175407
89373,2.654523136620432
89374,2.9977083229502366
89375,3.7982454323252366
89376,3.7081575417002366
89377,4.063992502637737
89378,4.157620432325237
89379,3.6526155495127366
89380,3.9797639870127366
89381,3.7980012917002366
89382,3.6614046120127366
89383,2.8205077670925407
89384,4.344510080762737
89385,5.087185862012737
89386,2.860821964745432
89387,3.6651122592800407
89388,4.198269846387737
89389,3.8346679233425407
89390,4.451931955762737
89391,3.5604980014675407
89392,3.3796663307627366
89393,2.763653995995432
89394,3.7053499245127366
89395,2.9103059792002366
89396,3.7060058139675407
89397,3.9662597202175407
89398,3.8113524936550407
89399,1.828107120995432
89400,3.0991942905300407
89401,3.4682128452175407
89402,3.6790282749050407
89403,4.225491526075237
89404,3.4588134311550407
89405,2.7549104713877366
89406,3.5830354713877366
89407,3.8089876198252366
89408,3.472882511620432
89409,3.8592805885752366
89410,2.539899113182932
89411,3.7986571811550407
89412,3.5801513217800407
89413,4.749051096387737
89414,4.013623001467541
89415,2.3595702670925407
89416,2.4914062045925407
89417,3.7389647983425407
89418,3.4173860573252366
89419,3.3854036354502366
89420,1.822460892092541
89421,2.1849641823252366
89422,3.3771028542002366
89423,3.5393342995127366
89424,4.019925119825237
89425,4.518460276075237
89426,3.0974397682627366
89427,2.6120116733425407
89428,3.5162630104502366
89429,4.160916330762737
89430,3.707013370995432
89431,3.1139647983425407
89432,4.078229191307932
89433,3.8141145729502366
89434,4.497220041700237
89435,2.768292667870432
89436,2.000714542870432
89437,2.5253417514675407
89438,2.9992187045925407
89439,2.4885985874050407
89440,4.020413401075237
89441,2.935528995995432
89442,3.2497835182627366
89443,3.2129638217800407
89444,3.2571077370127366
89445,4.405667307325237
89446,3.8395507358425407
89447,2.3928954624050407
89448,3.0571565651377366
89449,1.9029817604502364
89450,2.3800325417002366
89451,3.8536653542002366
89452,4.080349924512737
89453,3.3500487827175407
89454,2.7658202670925407
89455,2.5403108620127366
89456,2.8561067604502366
89457,4.501904251467541
89458,4.007351877637737
89459,2.5001497292002366
89460,3.315045597557932
89461,3.3876464389675407
89462,3.7720003151377366
89463,2.783917667870432
89464,2.4070100807627366
89465,3.7075471901377366
89466,4.483181955762737
89467,3.6953856967800407
89468,3.8440673374050407
89469,2.138653995995432
89470,1.694684269432932
89471,3.9997835182627366
89472,3.9504671120127366
89473,3.1686067604502366
89474,2.8864257358425407
89475,4.050122024905041
89476,4.024975540530041
89477,2.4584472202175407
89478,2.724957706932932
89479,2.8242464088877366
89480,3.6452147983425407
89481,3.4625976108425407
89482,3.6571776889675407
89483,3.0169954323252366
89484,3.7857942604502366
89485,3.935284855370432
89486,3.7925081276377366
89487,4.281765940137737
89488,2.955548527245432
89489,3.1684846901377366
89490,3.6797151588877366
89491,3.2230501198252366
89492,3.7927978061550407
89493,4.189602854200237
89494,3.6207551979502366
89495,2.8293733620127366
89496,3.4010741733425407
89497,3.4691894077175407
89498,3.3345003151377366
89499,3.0937011264675407
89500,3.401593449120432
89501,3.510236027245432
89502,1.9376497292002364
89503,4.381741526075237
89504,2.5666015170925407
89505,4.359280588575237
89506,2.8003661655300407
89507,4.206982376467541
89508,3.0666780495127366
89509,3.3902099155300407
89510,4.232937815137737
89511,4.144314768262737
89512,3.9621858620127366
89513,4.077542307325237
89514,3.5479247592800407
89515,3.6116454624050407
89516,2.773053410057932
89517,3.3158235573252366
89518,2.6410188698252366
89519,4.282498362012737
89520,3.7983675026377366
89521,4.291043283887737
89522,2.5960204624050407
89523,3.9717073463877366
89524,3.5539062045925407
89525,3.9513216042002366
89526,3.7472200417002366
89527,3.400494816307932
89528,3.6391112827175407
89529,4.000638010450237
89530,3.7180452370127366
89531,3.2684602760752366
89532,3.7972688698252366
89533,2.8389403842800407
89534,3.097028019432932
89535,4.041699173342541
89536,2.8586702370127366
89537,3.7752196811550407
89538,2.8603792213877366
89539,2.177228214745432
89540,2.7693603061550407
89541,3.0195589088877366
89542,3.3955810092800407
89543,3.762555363182932
89544,3.8174104713877366
89545,3.7239501499050407
89546,4.360501291700237
89547,4.560818674512737
89548,2.869855167870432
89549,3.6963167213877366
89550,4.204983713575237
89551,3.593732120995432
89552,2.7292757057627366
89553,3.8522460483425407
89554,3.3352327370127366
89555,2.9647493385752366
89556,2.9964876198252366
89557,3.0423860573252366
89558,2.6487092995127366
89559,3.227765324120432
89560,2.7444579624050407
89561,4.923733713575237
89562,3.5528841042002366
89563,3.7127196811550407
89564,3.4954345249050407
89565,4.013211252637737
89566,2.6696288608425407
89567,2.4950227760752366
89568,1.268414738182932
89569,4.443676712405041
89570,3.273907902245432
89571,3.5517854713877366
89572,3.7897005104502366
89573,3.3118407749050407
89574,3.6344726108425407
89575,3.111920597557932
89576,4.285794260450237
89577,3.2739989780300407
89578,4.325467112012737
89579,3.9823274635752366
89580,4.452176096387737
89581,4.516873362012737
89582,2.747662785057932
89583,3.5709960483425407
89584,2.813092472557932
89585,4.256009104200237
89586,3.8952147983425407
89587,4.182278635450237
89588,3.7929198764675407
89589,3.9565706276377366
89590,3.9302034401377366
89591,2.480084660057932
89592,3.483502628807932
89593,3.738751652245432
89594,3.104596378807932
89595,4.201077463575237
89596,4.023022415530041
89597,4.002102854200237
89598,3.4458739780300407
89599,2.9634521030300407
89600,2.950299503807932
89601,3.7450227760752366
89602,3.8325471901377366
89603,3.8217284702175407
89604,2.8148469948252366
89605,2.288922550682932
89606,2.8323485874050407
89607,2.234479191307932
89608,4.404080393262737
89609,4.648221018262737
89610,2.539166691307932
89611,3.7134065651377366
89612,4.102200510450237
89613,3.3699007057627366
89614,2.9868896030300407
89615,3.8839387917002366
89616,4.430981399905041
89617,3.0976839088877366
89618,4.245999338575237
89619,3.8648958229502366
89620,3.1424071811550407
89621,2.2971923374050407
89622,4.065502884280041
89623,3.6737337135752366
89624,3.9767122292002366
89625,4.229687454592541
89626,3.4541292213877366
89627,2.593976261620432
89628,3.7732665561550407
89629,3.7089355014675407
89630,4.425320627637737
89631,3.4412353061550407
89632,2.2027864479502366
89633,4.150906565137737
89634,3.5132112526377366
89635,3.0496337436550407
89636,3.3355224155300407
89637,4.334012033887737
89638,3.9831819557627366
89639,3.8683593295925407
89640,3.0718050026377366
89641,3.3058137917002366
89642,3.7854280495127366
89643,3.3895540260752366
89644,3.8196077370127366
89645,3.7034423374050407
89646,1.3023958229502366
89647,4.430447580762737
89648,3.108746769432932
89649,3.572858097557932
89650,3.6805696510752366
89651,2.6236848854502366
89652,4.182766916700237
89653,3.5092284702175407
89654,3.4545409702175407
89655,4.207913401075237
89656,4.479443313967541
89657,2.9516112827175407
89658,3.9902620338877366
89659,4.544461252637737
89660,4.447537424512737
89661,3.647198917870432
89662,2.7234163307627366
89663,3.9356966042002366
89664,4.193676712405041
89665,3.6607177280300407
89666,3.7976806186550407
